taxa,W,p_val,q_val,diff_abn,meta_col
Arthrobacter sp. YC-RL1...6233,4578.88482273333,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Arthrobacter sp. FB24...6234,3858.27497158984,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Arthrobacter sp. QXT-31...6235,6120.09829523267,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Arthrobacter crystallopoietes...6236,3750.94893512549,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Arthrobacter alpinus...6237,4315.96425383259,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudarthrobacter sulfonivorans...6238,4068.92213785322,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Zhihengliuella sp. ISTPL4...6239,3515.09396029188,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Xylanimonas cellulosilytica...6240,1364.79979459064,2.19909031908816e-266,2.36138480758175e-266,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Isoptericola dokdonensis...6241,2902.30785088947,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Brachybacterium sp. P6-10-X1...6242,3881.54912163041,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Dermabacter vaginalis...6243,6719.65346612938,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Miniimonas sp. S16...6244,2593.32815676605,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Cellulomonas fimi...6245,2006.86323532059,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Paraoerskovia marina...6246,5737.16975355061,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Janibacter indicus...6247,2268.24854711897,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Ornithinimicrobium sp. AMA3305...6248,5112.03139342781,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Serinicoccus sp. JLT9...6249,4135.1230863229,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Phycicoccus dokdonensis...6250,2010.12121405245,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Dermacoccus nishinomiyaensis...6251,1463.25779860309,2.60305460408305e-287,2.82997094565941e-287,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Georgenia sp. ZLJ0423...6252,4727.44117603127,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Sanguibacter keddieii...6253,4392.41660913504,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces collinus...6254,2458.17843166131,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces gilvosporeus...6255,1916.92779482997,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. 3214.6...6256,2346.79801374392,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. TN58...6257,5360.30582814597,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. 769...6258,4484.14363035415,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. WAC00288...6259,1158.54106591509,1.16179532536903e-222,1.22272130084046e-222,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces leeuwenhoekii...6260,4546.71327105799,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces cattleya...6261,5307.65749032947,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. ADI95-16...6262,4996.34512977558,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. KPB2...6263,7287.99242431746,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. GSSD-12...6264,2118.61624024538,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. W1SF4...6265,4126.37778776156,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces dengpaensis...6266,5521.174867292,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces davaonensis...6267,4715.14552576049,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces formicae...6268,2681.88242098928,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. 3211...6269,7640.47101385248,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. SCSIO 03032...6270,2725.30320561324,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces nigra...6271,3001.77222272639,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces albus...6272,2445.06162803107,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces xinghaiensis...6273,4077.57121422472,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. Z022...6274,4487.45535174336,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces lunaelactis...6275,3430.69535297468,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces hygroscopicus...6276,4056.69810892359,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces scabiei...6277,902.446503186134,1.12533742402724e-168,1.16193917347816e-168,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces violaceoruber...6278,4605.02610431312,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. Tue 6075...6279,7786.17270479496,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces spongiicola...6280,1662.69606699399,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces nodosus...6281,3877.08400556425,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces olivoreticuli...6282,3232.75526479265,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Kitasatospora aureofaciens...6283,904.872507927609,3.48282444878082e-169,3.59823164945048e-169,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Kitasatospora setae...6284,1530.2562640168,1.43947600487783e-301,1.57971408203438e-301,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Rhodococcus sp. B7740...6285,5744.19821273799,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Rhodococcus pyridinivorans...6286,2482.26979099996,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardia brasiliensis...6287,659.620399977366,5.5448741117879e-118,5.62215458721352e-118,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardia cyriacigeorgica...6288,853.32529233067,2.25980920198846e-158,2.31959251421038e-158,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardia terpenica...6289,1836.80687063635,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium avium...6290,3329.27194299927,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium colombiense...6291,4069.1331188522,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium marseillense...6292,6760.34882826236,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium dioxanotrophicus...6293,1018.53887847095,4.25397227995081e-193,4.42900155086113e-193,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium sp. EPa45...6294,2642.40276057598,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium sp. WY10...6295,7917.29242789381,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium sp. YC-RL4...6296,2794.75645587853,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium sp. JS623...6297,2207.40762959755,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium kansasii...6298,2706.45003928015,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycolicibacterium rutilum...6299,2878.71092761986,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycolicibacterium litorale...6300,1296.7926894161,5.98870581595693e-252,6.40311105613032e-252,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacteroides abscessus...6301,3363.78369150086,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium imitans...6302,4228.40453099682,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium halotolerans...6303,5292.33449157128,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium maris...6304,7555.06681729811,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium sphenisci...6305,2775.59268153288,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium uterequi...6306,5671.4559423421,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium mycetoides...6307,5250.79049790378,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium genitalium...6308,6658.65284437592,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Corynebacterium frankenforstense...6309,4228.79900085697,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Gordonia bronchialis...6310,4655.06484188751,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Gordonia polyisoprenivorans...6311,5336.83947702102,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardioides dokdonensis...6312,1542.88338694561,2.94932546647159e-304,3.24481554156231e-304,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardioides baekrokdamisoli...6313,5558.67372181082,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Aeromicrobium choanae...6314,3280.09275850505,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Aeromicrobium erythreum...6315,4403.15854861297,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Aeromicrobium sp. 592...6316,2182.00323756163,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Friedmanniella luteola...6317,2165.69791364391,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinopolymorpha singaporensis...6318,4440.96606464318,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Microlunatus phosphovorus...6319,3075.15938079476,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Microlunatus soli...6320,3301.59302917882,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Propionibacterium sp. oral taxon 193...6321,1885.24736304802,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Tessaracoccus sp. T2.5-30...6322,2091.12149570951,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Tessaracoccus sp. Marseille-P5995...6323,4270.38799939064,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Amycolatopsis mediterranei...6324,1222.33079366418,3.64691881192785e-236,3.85910317916728e-236,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudonocardia autotrophica...6325,3196.74713043981,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Saccharomonospora cyanea...6326,3257.93914675653,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinoalloteichus hymeniacidonis...6327,4942.00057523473,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Prauserella marina...6328,5153.11104594738,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Micromonospora aurantiaca...6329,5566.84719312941,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Micromonospora siamensis...6330,4758.44609197577,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinoplanes teichomyceticus...6331,403.577830512421,1.43066917254287e-65,1.43230984819946e-65,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinoplanes sp. N902-109...6332,2768.26798006806,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Plantactinospora sp. BB1...6333,6045.02209747786,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Frankia inefficax...6334,536.986377872703,1.09215818767153e-92,1.10035094961021e-92,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Jatrophihabitans sp. GAS493...6335,4386.04046796513,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinomyces oris...6336,2001.5949990579,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinomyces howellii...6337,4420.67366117889,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinomyces hongkongensis...6338,4724.10958087341,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Actinobacteria bacterium YIM 96077...6339,4773.38723028727,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Modestobacter marinus...6340,4071.05594157306,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Kineococcus radiotolerans...6341,2358.69819586161,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nakamurella multipartita...6342,2871.70441128445,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Eggerthella lenta...6343,4156.71580616505,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Moorella thermoacetica...6344,8292.08759394714,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Oscillibacter sp. PEA192...6345,8037.39133497972,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Deinococcus geothermalis...6346,4176.47381881352,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Deinococcus gobiensis...6347,2823.14397568469,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Deinococcus swuensis...6348,4011.94541250972,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Deinococcus soli Cha et al. 2016...6349,6998.25084379826,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Truepera radiovictrix...6350,5605.73738046377,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Gloeobacter kilaueensis...6351,7334.35464576147,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Synechococcus sp. RCC307...6352,6122.31649989732,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Chloroflexus aggregans...6353,8824.5800674769,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Candidatus Promineofilum breve...6354,6510.52016192798,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Chryseobacterium shandongense...6355,7234.71724206071,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Hymenobacter sp. PAMC 26628...6356,4989.76339185863,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Hymenobacter nivis...6357,3405.43926159989,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Gemmata sp. SH-PL17...6358,2214.89711256683,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Planctomyces sp. SH-PL62...6359,2954.99660265925,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Singulisphaera acidiphila...6360,4453.39572024165,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Phycisphaera mikurensis...6361,1385.93798021471,7.11407929253053e-271,7.66739657083846e-271,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Opitutus sp. GAS368...6362,836.534400119032,7.43056148451567e-155,7.62265590597201e-155,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Opitutus terrae...6363,4197.01890640919,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Lacunisphaera limnophila...6364,2586.38159027286,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Kiritimatiella glycovorans...6365,7711.29731527452,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Luteitalea pratensis...6366,1271.38729637909,1.46338497825648e-246,1.55702021452517e-246,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptococcus oralis...6367,3595.42153168089,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Lactobacillus crispatus...6368,2878.5948782141,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Staphylococcus epidermidis...6369,3681.95518133958,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Faecalibacterium prausnitzii...6370,7955.26805111532,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Flavonifractor plautii...6371,8729.92394370058,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Symbiobacterium thermophilum...6372,7022.83404165759,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Selenomonas sputigena...6373,7473.3579412409,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bifidobacterium bifidum...6374,4848.73672205425,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bifidobacterium adolescentis...6375,6417.86819369363,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bifidobacterium longum...6376,4444.39715371244,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bifidobacterium breve...6377,3835.49674960348,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardia sp. Y48...6378,1745.03434513502,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacterium sp. djl-10...6379,2655.58987439854,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Lawsonella clevelandensis...6380,4722.97738156611,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. MK45...6381,2564.74213784983,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Streptomyces sp. 2323.1...6382,2465.95184850647,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Arthrobacter sp. YN...6383,7436.48215348684,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nocardioides sp. JS614...6384,2789.39383962892,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Collinsella aerofaciens...6385,7288.2734326522,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Deinococcus radiodurans...6386,5865.94421835156,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Leptolyngbya sp. O-77...6387,5232.73430232026,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bacteroides fragilis...6388,7311.13517608407,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Prevotella intermedia...6389,3890.3381557174,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Alistipes shahii...6390,7122.40010625141,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Alistipes sp. Marseille-P5997...6391,8489.38451395153,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Octadecabacter arcticus...6392,5866.73402794941,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Klebsiella aerogenes...6393,4358.24558685755,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Klebsiella pneumoniae...6394,1452.21261542292,5.81598992814058e-285,6.31119851742291e-285,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Cedecea neteri...6395,7300.95513542218,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Thioalkalivibrio sulfidiphilus...6396,2171.63310692434,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Desulfovibrio piger...6397,6759.62662758222,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Human mastadenovirus C...6398,1418.95834810725,6.83914485221287e-278,7.40306690140339e-278,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Acinetobacter sp. ACNIH2...6399,5930.58781926931,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas sp. NC02...6400,7790.42625751023,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Aeromonas caviae...6401,5763.57688461994,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Rubrobacter xylanophilus...6402,3429.46068679579,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Mycobacteroides chelonae...6403,8186.32413562133,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Hyphomicrobium nitrativorans...6404,5298.00670915808,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Candidatus Filomicrobium marinum...6405,4024.24850830462,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Altererythrobacter sp. ZODW24...6406,4616.9584830551,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Magnetospirillum gryphiswaldense...6407,2287.32291314013,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Roseomonas sp. FDAARGOS_362...6408,4701.19670237361,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Komagataeibacter xylinus...6409,2990.35966615647,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Yangia sp. CCB-MM3...6410,3817.4362577008,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Phaeobacter porticola...6411,6966.37361476837,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Celeribacter marinus...6412,8131.80698144031,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Sulfitobacter pseudonitzschiae...6413,4952.80584798188,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Dinoroseobacter shibae...6414,5305.13967858778,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Roseobacter denitrificans...6415,6732.94496197508,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Ruegeria sp. TM1040...6416,5812.75405896083,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Burkholderia sp. MSMB0856...6417,4849.71428921421,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Bordetella genomosp. 6...6418,4707.07878225083,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Sutterella megalosphaeroides...6419,4939.94930145133,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudogulbenkiania sp. NH8B...6420,2782.44873410139,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Jeongeupia sp. USM3...6421,2500.92407853584,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Nitrosospira lacus...6422,7604.73130794332,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas sp. R2A2...6423,9997.31106583944,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas sp. XWY-1...6424,10651.2732879435,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas palleroniana...6425,9958.71217968862,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas soli...6426,13617.2730391055,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas arsenicoxydans...6427,9548.99178361715,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Pseudomonas sp. A214...6428,13347.9178903208,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Azotobacter chroococcum...6429,5101.07427926111,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Stenotrophomonas sp. SAU14A_NAIMI4_5...6430,2878.18321862867,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
Halotalea alkalilenta...6431,3100.82670591427,0,0,TRUE,hiseq_xtm_sbs_kit_300_cycles_v2__box_1of_2__lot
